sentence,polarity
made us wait for 10 minutes to get a patio table  there was no one else waiting and 3 free tables  i figured they were going to make us wait a couple of minutes since being bitchy is their thing  but we actually had to wait 10 minutes  lame,negative
this is the worst thai restaurant ive ever been to the food is horrible and the service is also horrible  the place is packed  over crowded  noisy  and with very little room  the dishes are all the same  tasteless and lacking texture  needless to say since it is in princeton  it is grossly overpriced,negative
there are so many things that are wrong with blondies  the available seating is pretty weak because if you are traveling with a group you are essentially condemned to sit at a table that will intersect with the lines waiting for the cashier or their pizzas so for groups you pretty much have to choose carryout if you are eating alone then have fun sitting at one of the bar stools staring at a wall     the biggest travesty is how weak blondies pizza is the ratio of sauce  cheese  and dough is a delicate thing in pizza blondie fucks it up on so many levels i think its a combination of the shittylowquality ingredients and not enough sauce andor cheese the dough tastes really bad and theres too much dough and not baked enoughhonestly  i do not understand how people can keep on subsidizing this shit especially when better options cheeseboards  la vals  etc exist   avoid,negative
if you want box cupcakes with store bought frosting at 250 a pop served with a crap attitude this place is for you   if you like let downs for a sweet treat this place is also for you   if you want a great cupcake experience like magnolia or something similar to nyc i would recommend searching elsewhere  cause you aint gonna find it here  my friends and i sampled 6 cupcakes and are happy to report we will increase our savings rate by not spending money on cupcakes in princeton  if youre the owner reading this review stop skimping on your product and make great quality cupcakes with love and flavor and employee someone that cares to describe whats behind the counter to the customer  first time in my life ive thrown away cupcakes,negative
the food is actually pretty good and cheap   but because your service sucked so much ass tonight that i left  im bringing you down  le petit cheval   im the antientitlted american  and so for me to call out a place for bad service means there was some baaaad service baaaaad,negative
for 8 bucks i got a sub par philly steak the bread was weird with its soft texture the meat was not all that good i had to slather hot sauce over it to make it bearable plus they told me i needed a coupon to get the deal there were advertising i do not think this place will last long but i may come back to try their jersey combo sandwich should the right situation come along,negative
worst chipotle i have ever been to horrible service  very stingy workers  lard in my barbacoa  and to top it off  two of the top avocado seeds in my guac  go down kirby to main for the best chipotle under the sun  dont waste ur time  money here,negative
so overrated all the hype  to which the place doesnt really live up to  first of all  what kind of burger place serve their customer their burgers with soggybuns opening the wrapper within 5 min of leaving the shop  we came across with  quite mediocre  soggy  and allaround disappointing burgers  i didnt really think there was anything outstanding about it ok yes  its maybe just slightly better than mcdonalds but wow  the difference is really paperthin    my son  reading this review  exclaimed what i think mcdonalds better  he couldnt finish the burger  this is a telltale sign of failure but i give it that fg is ever so slightly healthier than mcdonald   i also should mention that  whoever packed our bag  put the fries in a cup upside down  well  thank you  a nice touch  i think glenwood pines restaurant by taughannock falls serves a burger x15 times better than this one  and the price is not all that different  as i remember   and potatoes from idaho cmon  that sounds so fresh  local and sustainable  that this sound enticing to most people with poisoned mind  is the problem of the  world today we need to all think about   the cashier and the guy who handed me the burger were young parttimers  just like mcdonalds  i find them sort of rude  especially the guy  when he refused to take my receipt since i didnt need it any more i also wonder if the same guy put our fries upside down  thumbs down all the way,negative
i got a grilled veggie panini like sandwich here not too long ago the veggies had that distinct  yet not so classic freezerburnt taste and smell  and were still a little cold in the middle they must have been seriously frozen in some cantabrigian tundra so as to still have an aroma of freezer burn even after being grilled it also took them like 15 minutes to make it that might have been ok if some chopping of fresh veggies was part of the prep  but grabbing a handful from the freezer to put on some bread really shouldnt take that long on second thought  it probably took a while to mostly thaw them  so that probably explains it the coffee is nothing special  your average grocery store brew  and the creamsugar area is always a crazy mess might suffice as an excellent hand warmer though  their sweets and pastries looked delicious  but not having tried them  i cant comment on them,negative
one of the few times i wish that yelp offered a 0 star rating choice ive been twice to this location and can say  without a doubt  that this is the worst restaurant i have ever eaten at first visit food poisoning had to jump off the subway and run to the closest possible restroom second visit two separate hairs two in my food as in ordered food  found a hair  sent it back  got a new order  found another hair  never again this place is filthy and disgusting,negative
ive tried the organic karat carrot cupcake and cappucino cupcake yes ive been there twice despite my low review  the second time because i wanted it to be good so bad haha  but no  they continue to disappoint the cake is dryy and the frosting is way too sweet and strangely dry since when can frosting be dry terrible cupcakes,negative
wtf a terrible ending to a terrible visit to the worst city ive ever been in i went to philly for a college visit  which by the way im definately not attending because i hate philly it was my first time there   i was starving because i hadnt eaten all day and every food place i saw looked like greasy crappy philly cheesesteakesque foods i saw this place  recently renamed kiwi yogurt or something  and i also  being from new york  assumed it was a pinkberryred mango type thing now i love pinkberry but this was the worst piece of shit ever i dont know what it was  it wasnt even yogurt the part that pissed me off the most is the fact that it was so expensive  even though i only put a few toppings on  a small serving of yogurt it came out to 10 when it was weighed are you kidding me 10 for yogurt  literally i was like what the fuck in front of the cashier  but obviously i had to pay and then two other newbies came in and unknowingly loaded up their cups because im sure they assumed 49 cents per ounce was really cheap well theirs ended up to be 15 fifteen bucks per cup   this place is a complete ripoff and for the same amount you can get at pinkberry  you get a cup of dung for three times the price wowww philly,negative
so my omelette was oozing with oil  my hash browns had what was either  clothing fiber or cat fur completely cooked into them and my supposedly awesome root beer was watered down and warmish despite the stupid frosty mug  to their credit they subtracted my meal from the bill  which is cool because i couldnt eat or drink it  but my friends peanut butter burger looked pretty awesome  even if he was disappointed with his shake  would it hurt the cook to wash his hair,negative
this is honestly the worst starbucks i have ever been to hands down  and for some reason i always am willing to give them another chance i think well its rush hour and i may be able to get a drink here a little bit quicker than down the street at crema or i dont have any cash on me so i have to go somewhere that takes cards so i pop into starbucks for a lattealways a huge mistake  i have never been in and out of here in less than 15 minutes even when there isnt a line which is honestly ridiculous considering i can get a drink at the central square starbucks in less than 5 minutes with 10 people in line in front of me there have also been times when they have forgotten that i ordered a drink even though im the only one standing around waiting for one and ive also been outright ignored by two people standing at the cash registers they were too busy talking with each other to acknowledge me and i just had to walk out   if you need starbucks in harvard square  the one in the garage is much better and crema cafe is just around the corner but dont waste your time with this starbucks i wont ever again,negative
this places ice cream pales in comparison to that which you can get at jp licks and christinas ice cream shop  cheap tasting ingredients,negative
i have no idea why people give this place good reviews there is absolutely nothing special about theloniuss rolls besides perhaps the clever names they give them in their menu the rice is not cooked well as in  i believe it was overcooked  their ingredients are not fresh  and the service isnt great service was slow when we got there we also tried their miso soup which wasnt even good  it had a slightly sweeter taste  which was bizarre and really  how can you even mess up miso soup   lastly  it is clear the owner of this restaurant cannot handle the criticism and asks his friends to actively berate and bully yelp users who attempt to provide their opinion of the restaurant ex a yelp user messaged me with youre fat her first review on yelp thelonious monkfish  five stars listen  it doesnt take a rocket scientist to figure that one out,negative
i got here through buywithme  10 for 20 voucher  the waffles i was very disappointed with the quality of the waffles  and ive definitely had better they were extremely doughey  heavy  chewy  and one of them was slightly raw in the center the size of the waffles was also disappointing  im a small girl  but even i had to eat at least 15 waffles to feel full  the service slow hectic loud rude because the size of the space and the great number of customers pouring in  they want to ensure that you dont idle too long at your table once you are done with your meal which is fine but whisking away plates and utensils that you are still using is not fine  and it made me uncomfortable and pressured me to eat my meal faster  the management rude yells at their employees i understand that dealing with a lot of customer traffic can get overwhelming  but they didnt know how to handle it professionally and calmly  the price overpriced not an improvement from the creperie that once occupied this space  the only good thing the decor wasnt so bad i really liked some of their fancy cushioned chairs they had  very european wasnt a fan of the metal chairs though,negative
i know one place i will not be returning to when i visit our rpi guy  unless im coming to watch a swing or tango  i really have no reason to return  i checked in with my fellow yelpers upon hearing our sons recommendation and made a reservation to enjoy what he felt were great drinks and memorable bruschetta assuming the food would follow suit  the martini was a disaster  his gin and tonic was tonic infused with gin  and we had the worst prime rib and mashed potatoes ever  do not bother to order the carbonara  unless you enjoy pasta cooked al chef boyardee mush and obnoxious amounts of cream  its more a mush meets alfredo and had a bad date  interesting architecture  boring service and food that quite frankly wasnt worth the paper our bill was printed on  save yourself some dead presidents and order pizza in or just go dancing  stick with water  and get your high somewhere else in town,negative
great bartender  wonderful but horrendously overpriced wine list  i have to say  we didnt stay for dinner and went over to temple downtown after trying the worst carpaccio ive had in a long time  they over populated the dish with arugula  shaved parmesano reggiano was ausente  but my goodness heavens  they freeze and defrost the meat and it has a bland spongy texture  yuck  shame on such a beautiful restaurant with a nice little bar with personality  shame on you,negative
the most overpriced  undersized burger youll ever eat  the only reason its not the crappiest burger youve ever eaten is the sauce they put on it  they could put it on an old sock and it wouldnt taste half bad  theres plenty of greasy burgers in la  and a person shouldnt be forced to fork over 12 bucks for a meal that has a worse chance of being delicious than the jonas brothers do of being considered real musicians  shouldnt the prices be less since its old  theyve got the nostalgia market cornered but continue to price their food like its on sunset  too small  too mediocre  too expensive  and too ridiculous to even consider if youre not a retired investment banker,negative
not so good noodles were over cooked and pad thai very sweet,negative
i have no idea why this place is still open its a total dump the only people who get treated like humans here are arabs and persians i am not being racist at all i saw it with my own eyes i have been here on two separate occasions with some friends   i dont even know where to begin  a there is a minimum limit per person charge i believe its 20  bthe furniture is falling apart there are burns in the furniture from cigarette ashes and food stains  cthe floor is filthy and sticky   dthe restroom is filthier than a restroom at a truck stop  e the wait time for a hookah and or food is ridiculous  well that is unless your of middle eastern descent i witnessed this four times we had persian kids come way after us and they had there hummus and drinks two minutes after they sat down we waited 30 minutes just for hummus and water  and they forgot the pita bread agh  f the staff and owner are a bunch of greasy slick guidos they overcharged my friends card and left it back at the register while we signed the bill  g when the food actually arrived it tasted horrible my friend and i shared a dish we only had two bites and left  h the hookah tasted horrible it was to harsh and flavorless  i i doubt they thourghly clean the hookahs if they cant even clean the floors i doubt they clean the hookahs    if you want good hookah go across the street i dont remember the name  but its next to diddy riese    so enter at your own risk,negative
i had eaten here once of twice when i visited friends in la years ago i dont remember what the food was like  but liked the oldschool decor and its 24hour service   apparently years later  when i visited again as a sober being in the day light  the experience is entirely different my husband and i wanted to get something to go before we head back to sf we both got the egg sandwich  the cheapest thing on the menu  which were like ten bucks each i dont think any breakfast item price should exceed a single digit unless i am eating crab buffet in a posh hotel listening to live jazz   but anyway  price inflationwe are in 2009everything is more expensiveblahblahblah we did exit the restaurant with two hefty boxes that would sure keep our bellies full for the next 8 hours   unfortunately  the sandwiches sucked i couldnt tell the ham from the french roll to the cheese to the scrambled eggs it was just a blob of grease and the giant portion of potatoes tasted just as oily and gross   i dont get it  being in westwood  a college town  where cheap good food should be abundant  who do they sell such expensive bad food to,negative
this place is for pseudo intellectuals  trying to get laid  but too smug to show 1 of interest in anything that contains a molecule  it takes forever to get a drink  its expensive  there is always an abomination of a band playing  which usually consists of a dude with a giant beard  a tambourine  a homemade noise machine  and an acoustic guitar  apparently vegetarians come here to eat the horse shit they call food god this place blows  i came here and suddenly was overwhelmed with the urge to drink extra dirty vodka martinis  what kind of prick drinks that shit come here for one reason  to come to the realization that you are in fact an uneducated  poorly dressed scum bag  and thank fucking god  now lets go to god damned characters in pomona,negative
several friends recommended this place to me as having great seafood  so i had to try it out  i ordered oysters  and grilled trout and my companion ordered 12lb lobster lazy man style  this place gets 0 stars for food and 5 stars for ambiance  i averaged it out to 1 stars because the poor quality of the food outweighs the lovely setting of the restuarant  to start with the ambiance  they have great outdoor seating in the summer and live music  its a great place to kick back  have a drink with friends  and just enjoy the summer days   moving on to food  the reason that this place gets 0 stars in my book is because my companion and i started out with oysters as our appetizer  they were nicely presented and our waiter was really great at explaining the differences between oysters from different ports  etc  however  5 hours later that night  both my companion and i were retching over the toilet throwing up from the food  it was terrible and i wouldve expected a nice restuarant like hemenways to have cleaned out their seafood better    i called the place the next day to complain about the food and how it made me sick up all night throwing up with an uneasy stomach and the person i talked to on the phone basically shrugged us off and kept bouncing us from person to person  all in all  i did not get any apology or even an awknowledgement that our opinions valued,negative
epic fail  yesterday  i looked at the reviews and decided to post a fourstar review  as i headed over to zorbas to meet a few outoftown friends why such a bad rap i thought  and figured id help boost the reviews of this place that id been to twice before  and enjoyed  well  i went there yesterday for lunch today  i woke up deathly ill  and proceeded to kick off 2010 by vomiting nice  im still sick but my family is taking care of me the three of us had different items  not sure what took us all down  but we suspect zorbas as we all went our separate ways and are all deathly ill today  now i will add that im sure they run a good business and are decent people but food poisoning is the one thing that cannot happen when you run a restaurant i will touch base with them to see if they will do anything for us,negative
moonstruck is definitely not my cup of tea the prices are outrageous  the selection is not great  and they are probably the only coffeehouse type place that does not have wifi by now it is just too snooty for the common student looking to get a beverage or something sweet  oh and as i type this  i just remembered that the last time i was pulled in there by my fiancee because she had to have something sweet i went to sit down in one of the big chairs to wait for her and there was melted chocolate all over it not cool,negative
for the 1000s that forward my reviews  ok  one  you know i consider a good restaurant is a place with a good bar food is relevant only if free during happy hours i left work early and ended up at the outdoor bar at legal at the charles hotel what a great day  and there was a hottie at the other side of the bar that made it even better i got a beer to start my long stay then it happened  the bartender started first  yelling for tommy  that must have been in china then singing way too loud to the music playing with the itouchthen commenting to everyone else working there on   omg another stoli  oh god  i made sooo many of these last night  blah blah blah limp joints that seemed to flap in the breeze ok  i am not homophobic  but look  this bar is not a set for a drag musical it is a place to make me comfortable me not to entertain yourself mr bar keep  i left after one beer even with cleavage from that hottie in my face  i could not take this unprofessional jerk,negative
a friend and i went in for a nice lunch after walking around and not finding anything much better we immediately liked the ambiance  as it had a scottishpub like feel to it  almost we sat down  excited to see what the food would be like  i ordered a chicken sandwich  and my friend got a roast beef sandwich my sandwich was literally two pieces of slightly buttered bread with some slightly undercooked pieces of grilled chicken breast stuck in between it i ordered lettuce and tomatoes with it  and it came on the side with only enough for one pieces of the sandwich i shrugged that off and ate it  just because it was pretty cheap and i didnt want to be too picky  then we saw our waitress drinking a glass of wine at the register  we didnt say anything at the time  so as not to be troublesome and whiny  but i did call them a few minutes later and asked to speak with the manager i told him about the situation i tried to be very nice and his response was  yup we were just tasting a house wine k  like it was my fault one of his staff members were drinking  and it was not just a sample  i dont have a problem with drinking obviously  but doing it on premises  and right in front of the customersi mean  sheeshshe couldve at least made it into the kitchen  needless to say  im def not going back there,negative
brought some out of town guests here for some fresh new england seafood and ended up having a down right nasty experience  the prices are ok and the seafood was tasty if standard  my fried seafood plate was surprisingly large  fresh  and varied  but here are the negativesand i mean the ruinyourmeal kind of negatives  as a table of 9 they sat us in the long booth in the back by the kitchen  throughout the meal there were fruit flies everywhere  not a plague  but certainly enough to be unpleasant and in your drink  but the green wormy bug that one of us found coming out of a fried scallop was enough to ensure that wed never return  oh  and they charge for soda refills,negative
one word this place isnt so good  after a night out at noir  see previous review  we decided to come here instead of getting shawarma unfortunately  it was 2 am so all the drunkards came in from the other local establishments it was really loud and people were obnoxious and honestly it made me really uncomfortable and irritable  the food is also standard ihop quality many calories  really heavy  really filling  and not very good two of us ordered their chicken and waffles and it was likened to something worse than something from a tv dinner   anyways  this started a search for reasonable chicken and waffles in boston  hopefully we find some  edit we tried coming back here at 330 am one night since nothing else was open  but they refused to serve us even though they close at 4 am because they were washing the carpets an unfortunate ending to an unfortunate decision to attempt to eat at this unfortunate establishment,negative
this gotta be one of the worse and unhealthy places in the whole world  our server was smoking right in front of our table with the entire staff and completely ignored us every time we need it something hows the 020 tip now we will never go back  stay away ,negative
the worse service and cold food i had in a long time management  a dish washer can do a better job  never again not even for free ,negative
i am giving it a star because of the fact i am amazed it is still in business  honestly it is not barbeque  it is food that sits under a heat lamp and tastes like it belongs in an high school cafeteria  it is the only bbq place in the area  but i highly recommend you look yonder if a bbq craving hits,negative
lousy menuboard italian food place fifty steps behind basta pasta and maybe a half step above the gold standard for bostonarea italian culinary failure mikes in davis square  the first thing you might notice  after you squeeze by a person or two to get to your table  is the nice failing suburban pizza place motif  then you get your menu and see prices at or a little higher than olive garden or basta pasta  setting your hopes appropriately until the first morsel hits the table    in our case that first glimpse was salad  a spread of lettuce with some notallthewayslicedthrough white onions  tomatoes  and huge chunks of cucumber  on the side a little plastic cup of red oil they call raspberry vinaigrette  garlic bread  a lot of it  not so garlicky    we both did the make your own spaghetti with various vegetables  tomato sauce  and i got sausage  the vegetables were just thrown in thoughlessly my onions were giant rings placed under the spaghetti and the sauce was typical lowquality watery peppery crap  boooooooo  locationreliance,negative
the subtitle for this restaurant should be  home of the burrito of infinite regret  both my girlfriend and i were sick after eating at this spot the burrito was large  but the meat was dry and the guac tasted terrible  all in all  we would never  ever go back funnily enough  we also noticed that it was named ris best mexican grill we have decided not to return to ri for any period of time weak,negative
i was drawn to university market for the subway i no longer go to university market because of the subway  ive never had a worse sandwich created than by the staff here you get the feeling that they really  really hate you for being a customer the bread is always underproofed and limp  and the sandwich artists rarely listen to what you want  and when they do  seem incapable of remembering more than 1 ingredient you ask for at a time  if you order a sandwich from this subway  be sure to watch like a hawk  because youll end up with jalapenos  dijon mustard  and nothing else on your tuna sandwich if you dont topper you have to ask to get your sandwich cut in half come on  as for the market  its not bad  with a decent selection of goods  beer  etc they now have a 5 minimum purchase for a credit card   avoid and save your love of sandwiches,negative
bens roomate posting  beautiful atmosphere  perfect music  2am license in cambridge  lovely hotel horrible service  went to noir tonight with my girlfriend for the first hour of my birthday  sat down in a romantically lit leather corner  we approach the bar as the only server around doesnt seem interested in our business  though she serves the table next to us for our first round  a scarlet street champagne signature cocktail and a house sidecar  scarlet came out fine  but my the bartender dumped 2oz of champagne into my drink to compensate for the 2oz pour  next round belle de brillet on the rocks and a naughty opear  the bartender delivers the signature cocktail whose second ingredient is supposedly belle de brillet and informs me that they cant pour my rocks drink because theyre out of belle de brillet  with the cool atmosphere and ambiance  if noir could get its cocktails and service down  they could be the coolest spot in cambridge  until then,negative
tommy doyles has such a great ambiance  the lights were dim  the style of the room was great  unfortunately  the food made me want to leave immediately stay away from any of the burgers  however the beer was great  it dulled the pain of dealing with the service  my waitress was so rude  she had shifty eyes  they were really shifty  the only reason a person should visit tommy doyles is to grab a nice little restraunt horror story,negative
not sure whats worse  the bands  the bouncers  the food or the customers   i would skip this nightmare unless you are in the 1822 age group,negative
weak,negative
oh my god this place serves awfully bad food and provide equally awful service  the sirloin steakhad lots of fat attached to it and it was dry the plate was so small that the food was falling out of it not because there was too much food  but because there was a ridiculously small plate  the outdoor seating was the only nice thing about it even their warm drink by the time they get to you is very cold  i will never go there again  and they have two bathrooms  but they are either  or and both are extremely gross why the hell would they do that i dont get it,negative
my first time there today for lunch  im sorry i even bothered  while the atmosphere is great  the food is terrible  i ordered the black bean soup it was grey  yes grey  it was watered down with vinegar so the sour cream curdled in it  the cuban sandwich looked as if it was taken from a box of frozen sandwiches and the ham was spoiled  needless to say i walked out  dont bother going there if you want to eat,negative
rachel ray are you on crack  well i swear i saw rachel ray from the show 40 a day go to this place and rave how the food was delicious and great price first off i find her show to be really annoying and the only reason i was watching was because she was doing boston   so on a nice day a friend and i decided to grab lunch on the outside area located with a view of that lil park area well we decided on burgers and gooosh were they pitiful the meat was very low quality over cooked and down right nasty the only way we could force down some of it was by literally covering it in ketchup also no french fries just some plain chips despite being the best thing on my plate i assumed for the price they could hit me up with some fries  my suggestions are go to basically any other place in the area and you will be happieron our way out i did see one guy who seemed to know how to order in this place and that was just a beer and a plate of chips   man this place is such a waste of space and rachel ray needs to lay off the crack,negative
hmmmm wat can i say it was an experience   well i randomly ended up here one night  i didnt eat but the food seemed just like any other chinese take out place  i swear they use a standard menu which all takeout places must conform to   but i did go to the bar area and shared a scorpion bowl with friends  i thought those things were supposed to be strong any hoot we finished the bowl and opted for some straight alcohol instead which was being served out of what seemed like a closet upstairsalil sketchy  after being fully liquefied a few of my friends decided to come join us his first response over the phone was what the heck ok we will call when we arrive  once he arrived his response was hey were the only asians in hong kong  which i found rather humorous but could have been the fact that the closet was making some decent drinks   basically i havent been back  dont really plan on going back  and i defiantly learned its not always about where you are but the people you with that makes the night fun,negative
the food and drinks are not worth it  all they had for white wine was a blah blend  i got the shrimp skewer with pineapple salsa and it was horrible  the shrimps were really little only came with three and the salsa was nonexistent literally  i had a hard time finding it on the plate  the weird thing was  it was served on a tortillaso after i ate the shrimp  i had this tortilla to eati felt a little awkward just eating a plane tortilla but since this is what i ordered for dinner i had to eat it  safe to say i will never eat here again,negative
disappointing flavor aside there are no excuses for bad cooking our chicken drumstick appetizer was undercooked the rice that came with my entree tasted stale and my salmon was definitely not fresh we didnt have dessert the atmosphere was nice though,negative
ive been to mayfield both for lunch and dinner  both times i walked away feeling underwhelmed    first  the prices are high for what you get  with the abundance of competition in palo alto  including a fabulous restaurant right next door  its hard to understand why mayfield does not offer more competitive pricing  secondly  the food is just not very tasty  i recall the pancetta pizza in particular  it tasted really bad  third  service is lacking  waiter did not check up on us and we had to flag down someone to clear our plates and bring us dessert menus  after dessert menus were given to us  no one came back to take our order for another 20 minutes  at that point we really just wanted to leave  lastly  towards the end of the night they offer complimentary bread to their patrons  not sure if this is the way they go about getting rid of their breads  i thought this was a very nice surprise  but found the bread to be super hard right when i got home  i mean  seriously  no oven or microwave could have made this bread any softer  all in all  mayfield was a disappointment both times  i would not recommend this restaurant at all,negative
i remember this place being a lot better than it was last weekdid they change ownership at the guadalupe location,negative
i dont understand all the hype about this placethe watered down and extremely sweet bubble tea to the sauces that seemed like marinades for overcooked veggies and a bowl of bland and overcooked brown rice the servers seemed like robots without emotions and smiles and i almost got sick from eating here the 50 items on the menu are enough confusion to begin with the spicy is a mild at the very best wont go back,negative
even though im not a fan of the hookahs  i do enjoy stopping by kasbah now and again their chai is delicious and the music is great the only downsides are that ive never been able to sit inside but the cushions do look comfortable  and that the huge chain video store across the street kind of ruins the view  edited nov 2007  i found out the other day i havent stopped by in a while that this place now makes getting a hookah mandatory as someone who a doesnt smoke and b doesnt always go with friends who smoke  this seems pretty stupid im not paying 14 for a hookah so i can hang out and enjoy the chai  thank you very much my rating just plummeted,negative
i sentence damon  pythias to yelp jail let me state my case  i went to lunch this week with the hubs and we ordered the simplest foods in america a tuna salad  sandwich and a hamburger my honeys hamburger had iceberg lettuce which wasnt a deal breaker but  based on preference  i think its as tacky as wearing plaids and stripes lettuce snobs  stand up  their serious offense putting fennel seeds in my tuna sandwich why would anyone do this is this common how long has this been going on give me green apple  cranberries  relish  anything but fennel seeds i hate fennel seeds in grumpy smurf voice   please remand damon  pythias to the custody of yelp jail what im a law  order fan ,negative
why did i decide to try this place again  still not goodi think this was definitely my last visit everbut they are still very nice,negative
if youre living off meal points and youre in need to waste them  this is might be your dining location of choice at berkeley if not  then i would advise you to save your money and stop at walgreens or one of the restaurants in sproul plaza there will always better a cheaper and tastier option than the golden bear cafe  the sandwiches are probably the best deal here  theyre toasted and include a relatively generous helping of deli meat other than that  the salads are not bad although it depends who is actually making them behind the counter with that said  you can get much better for cheaper about two blocks away  be it at sufficient grounds sandwiches or cafe mattina salads and sandwiches  the place is generally packed with freshmen and sophomores in between 11 am and 2 pm  meaning that you have to wait in line for about 15 minutes to get your food  10 minutes to pay for it and 5 minutes to find a seat outside provided  of course  that you dont want to sit next to a homeless man,negative
i went here for a happy hour during a weekday    the only things i can remember out of this experience were cons too loud  i could not even hear the person across from me pretty expensive since tapas only come with a few piecesand you need a few orders to get you full parking sucks but that goes for most rice village restaurantsstoresbars  the foodnothing special for me to remember    i left with the thought that i dont plan to really come back,negative
not very knowledgeable staff  slow service  food is edible if you dont care what it tastes like  tho convenient location but i would go elsewhere there are a few better japanese restaurants few doors down   i have noticed a trend here  most people who give really good reviews about sadako seem like those who dont know betterno offense  but how much should i trust those reviews from the people who appear to be a bunch of college kids i asked myself  so i gave it a try  their spicy tuna is horrible  despite the fact that too many reviews give them two thumbs up  still  it is horrible  what i taste in their spicy tuna seemed to be a mixture of vietnamese chili sauce sambal and maybe sriracha sauce if they even knew that it is the sauce originally from a region called sriracha in thailand the spice that they put in there masks all the tuna taste that i couldnt even taste tuna   that may be why so many people like it  they cant even taste the fish  tonkatsu is way greasy and the pork was over cooked it was tough and chewy the tonkatsu sauce is obviously one of those cheaper brands with a strong vinegar taste and when i asked for ponzu sauce  the waitress didnt even know what it was how they pick their employee is very questionable   in short  if you look for easy overpriced nonauthentic very americanized food they call fake japanese  go there you wont be disappointed  but if you pride yourself to be anything else more than that  dont ever go there i made this mistake twice  but there will be no third time,negative
no thai serves no thai food  this is exactly how i feel about their food  pad thai is hard to make good  but it is not that easy to screw up they way they do it at no thai yes  i find it funny that  makes much more sense in this sentence  i love thai food and i can take quite spicy and i know thai food well enough to the point that i can say that  the food here is horrible  i am openminded so i gave them a try for a few things  the few main things that it is a shame if they screw up while claiming to serve thai food  i had pad thai  what did i get some chinesestir fry noodle with nothing  zero things that resemble padthai  or even the most americanized version of it i have had in my life  if they call it rice noodle chowmen  it would be much more forgivable because thats what it really is but when you are lured to go there by their claim of thai food  you will feel like these are a big marketing illusion that makes you want to kick yourself afterward  i order two curries by different names i have cooked with thai food with the real thai ingredients enough to tell that these are made from exactly the same curry base with slightly different amount of water added and different vegetablesunnecessary additives and this is not the way thai curries work i took one bite of each and could not force myself to enjoy it even though i had paid for it  their thai basil stirfry is the worst news of all im not sure if they even bother using the dried real thai basil to me  it tasted like dried italian basil and they can only fool those people who have not had the real deal of thai food   so for a 78 bucks worth of noodle  go to some chinese restaurant would be my better recommendation you should either 1 get much more food or 2 cheaper food 3 both,negative
sorry le dog  i made a mistake by thinking you were a hot dog place i mean  your name is le dog i realize after reading all these reviews i should have ordered soup so for now  i will have to give you 1 star  and when i return and have the soups  i will reconsider   anyway  about the hot dogs  the buns were straight from a bag  low quality  not toasted at all the meat itself was like straight from a supermarket as well very poor quality people who have been to berkeley know the high quality hotdog place called top dog  i was hoping for something like this  but was very dissapointed i think if the hot dogs themselves are so poor  they should just rename the shop le soup and stop serving hotdogs altogether i am very curious to go back and have some soup though  in summary  my bad for not ordering soup  but le dogs bad for selling hotdogs and naming themself le dog,negative
ive had a few sandwiches here  subs were ok hard to mess up but the falafels are way worse than the ones at the food trucks  interesting that every positive review about this place has been filtered by yelps secret algorithm  presumably because they look an awful lot like they were written by the owners trying to salvage their rating  that just about sums up kendall market,negative
been here several times for drinks worth going for the monday night 10 cent wings and some beers avoid all other times  ate an actual meal here yesterday for lunch and food was below average boyfriend ordered the pastrami  and i ordered the crab cake sandwich that came with a side of cole slaw and french fries asked if i could substitute the cole slaw for another vegetable side  but was rejected thats fine   things got weird after i got my food crab cake sandwich had half a dollop of the aioli sauce that was mentioned in the menu it was tasteless i asked for some sauce  aioli  tarter  really just anything to make it taste like something waiter rolled her eyes and said the management was stingy and told me nounless i want to pay an extra 50 cents for it yes  50 cents isnt much  but after showing her the lack of sauce in my sandwich  she wouldnt budge whatever  super annoying then 10 minutes after we were eating  the waiter comes over  mumbles something incoherent  and takes away my halfeaten coleslaw wtf i was so confused  annoyed and just hungry    summary  1 management is stingy as witnessed and quoted by the server 2 paying 30 for two mediocrebelow average sandwiches and cold fries sucks 3 hold on to your food or it might get randomly taken away by the server,negative
very disappointing i just got back from lunch at za and the pizzas are pretty bad to say the least the dough bears no resemblance to any kind of vaguely decent pizza dough it has no chewiness  bad flavor  tastes like someone made a sad bread dough and stretched it thin in a somewhat deep pizza dish the sauce and cheese tasted straight out of your grocers freezer seriously  there are much better frozen pizzas than this   the avocado salad on the other hand was tasty avocado was ripe and the dressing was nice  not sure cheese was necessary since cold shredded cheese like that doesnt tend to add a ton in the way of flavor but overall good   on to dessert unbelievably bad my friend tried their goat cheese chocolate cheesecake she is not sure she likes goat cheese so she asked the server how strong it was he said it tasted like regular cheesecake and then quickly added a i love it  its my favorite it was almost indescribably badtasted like pure goat cheese so strong it was probably off mixed with some bittersweet cocoa powder if there was sugar there we didnt really notice it she returned it the server was very nice and apologized but we still had to pay for it and  after returning the cake we notice a couple more being returned to the kitchen so it wasnt just us   i definitely plan not to eat here any time soon but one thing i would consider is coming for a beer after work the bar looks nice and  im hoping  they cant really screw up beer,negative
typical harvard sqall style  no substance  i know its a bar at night  but they have a big we serve breakfast sign out front  worst breakfast  ever burnt shirred eggs with burnt potatoes on the side i mean completely burnt  not over browned  but charcoal burnt  honestly  how can you fuck up breakfast just fry some eggs  add bacon and butter some toast and im happy  harvard sq restaurants have reached a new low now im nostalgic for the old green house cafe  which wasnt even that good,negative
